House_ID,Area,Bedrooms,Age,Price
4916,2935,3,22,351500
4917,3835,3,38,425500
4918,1622,3,30,212200
4919,3874,3,29,438400
4920,1773,5,6,271300
4921,3781,4,44,424100
4922,2577,1,49,268700
4923,920,1,49,103000
4924,2437,2,2,311700
4925,3909,5,37,453900
4926,2164,2,47,239400
4927,1807,1,29,211700
4928,1724,1,9,223400
4929,1444,2,33,181400
4930,2832,4,12,361200
4931,3561,2,38,388100
4932,3707,4,12,448700
4933,2868,4,24,352800
4934,1041,3,40,144100
4935,3302,1,33,357200
4936,3810,3,39,422000
4937,3468,1,39,367800
4938,3150,3,39,356000
4939,2419,4,33,298900
4940,1602,3,14,226200
4941,1763,5,2,274300
4942,868,3,45,121800
4943,1952,3,21,254200
4944,995,3,33,146500
4945,2987,5,4,394700
4946,3130,1,40,333000
4947,3159,3,21,374900
4948,1545,1,28,186500
4949,2488,2,7,311800
4950,1076,4,33,164600
4951,860,2,3,153000
4952,2713,5,24,347300
4953,2899,5,49,340900
4954,3000,1,22,338000
4955,2572,1,24,293200
4956,2134,3,33,260400
4957,2637,2,43,290700
4958,3391,1,5,394100
4959,1366,1,33,163600
4960,2371,1,20,277100
4961,1421,4,43,189100
4962,2825,1,29,313500
4963,2000,4,2,288000
4964,1113,5,14,197300
4965,3654,3,20,425400
4966,3695,2,18,421500
4967,2944,1,18,336400
4968,3728,4,48,414800
4969,2036,1,45,218600
4970,3676,1,33,394600
4971,936,4,13,170600
4972,1829,1,3,239900
4973,3858,2,30,425800
4974,2956,5,45,350600
4975,3394,3,10,409400
4976,3910,1,43,408000
4977,1461,4,44,192100
4978,3272,2,10,387200
4979,3477,1,48,359700
4980,3108,5,3,407800
4981,886,5,15,173600
4982,3312,4,37,384200
4983,2923,1,5,347300
4984,3318,1,17,374800
4985,3261,1,24,362100
4986,3672,5,23,444200
4987,3742,1,38,396200
4988,3573,1,46,371300
4989,3304,1,8,382400
4990,2108,1,36,234800
4991,2500,4,33,307000
4992,3500,5,33,417000
4993,3519,3,39,392900
4994,1294,4,39,180400
4995,2447,1,36,268700
4996,2742,3,27,327200
4997,1868,2,49,207800
4998,2224,3,47,255400
4999,1396,4,10,219600
5000,1249,5,13,211900
5001,1284,4,25,193400
5002,1445,5,7,237500
5003,3467,5,27,419700
5004,3889,5,19,469900
5005,2429,2,24,288900
5006,1461,3,9,217100
5007,1557,4,10,235700
5008,1088,4,25,173800
5009,1520,5,22,230000
5010,1437,2,18,195700
5011,3082,2,17,361200
5012,3263,1,49,337300
5013,3785,2,18,430500
5014,1298,5,38,191800
5015,3821,5,39,443100
5016,1433,3,14,209300
5017,2473,5,15,332300
5018,2830,3,19,344000
5019,3867,2,18,438700
5020,914,1,10,141400
5021,3779,4,6,461900
5022,1473,5,18,229300
5023,2536,2,23,300600
5024,2057,5,30,275700
5025,3882,3,47,421200
5026,3053,2,7,368300
5027,3094,4,49,350400
5028,3605,3,23,417500
5029,3998,2,7,462800
5030,946,4,12,172600
5031,2965,3,9,367500
5032,1211,4,18,193100
5033,2487,2,49,269700
5034,3210,3,22,379000
5035,2332,1,41,252200
5036,936,5,32,161600
5037,3805,1,29,411500
5038,818,4,29,142800
5039,3042,2,28,346200
5040,3177,5,36,381700
5041,2759,2,34,311900
5042,3022,4,8,384200
5043,1801,2,7,243100
5044,1248,3,47,157800
5045,2748,3,24,330800
5046,1745,4,41,223500
5047,2177,2,50,237700
5048,2322,4,45,277200
5049,940,5,36,158000
5050,3605,2,37,393500
5051,2720,3,7,345000
5052,3777,1,25,412700
5053,892,3,10,159200
5054,1038,2,39,134800
5055,1004,2,22,148400
5056,3407,2,31,379700
5057,2256,2,44,251600
5058,1044,5,0,204400
5059,1631,1,48,175100
5060,3772,3,47,410200
5061,1094,5,8,201400
5062,3487,4,39,399700
5063,1655,2,27,208500
5064,2864,3,32,334400
5065,870,4,31,146000
5066,2092,1,7,262200
5067,2148,3,36,258800
5068,1104,5,17,193400
5069,1830,4,6,267000
5070,2137,3,17,276700
5071,1616,5,47,214600
5072,1926,2,11,251600
5073,1620,3,3,239000
5074,992,2,12,157200
5075,2576,4,10,337600
5076,1328,4,15,207800
5077,3018,4,43,348800
5078,1050,2,13,162000
5079,2588,2,15,313800
5080,3388,5,21,417800
5081,2826,3,17,345600
5082,3263,5,39,387300
5083,3641,2,24,410100
5084,2203,3,34,266300
5085,1967,4,6,280700
5086,2872,5,19,368200
5087,3515,5,26,425500
5088,1896,5,28,261600
5089,3479,2,9,408900
5090,2647,3,10,334700
5091,3964,4,19,467400
5092,1304,2,32,168400
5093,2421,4,42,290100
5094,3183,1,36,342300
5095,3272,1,12,375200
5096,3346,4,15,409600
5097,2187,1,10,268700
5098,3794,3,4,455400
5099,3477,3,37,390700
5100,2022,2,2,270200
5101,1517,4,1,240700
5102,1138,2,37,146800
5103,1458,3,9,216800
5104,1761,3,5,251100
5105,1228,3,20,182800
5106,1698,5,30,239800
5107,938,1,33,120800
5108,3789,2,48,400900
5109,1341,2,31,173100
5110,2904,3,28,342400
5111,2055,5,0,305500
5112,3505,2,32,388500
5113,3282,2,37,361200
5114,1183,5,16,202300
5115,3407,3,33,387700
5116,993,5,48,151300
5117,3381,1,15,383100
5118,3365,2,6,400500
5119,3563,1,35,381300
5120,3598,2,12,417800
5121,3032,1,19,344200
5122,2695,2,3,336500
5123,3139,3,4,389900
5124,1531,4,15,228100
5125,2963,5,8,388300
5126,3672,2,42,395200
5127,3920,5,11,481000
5128,1484,2,13,205400
5129,881,4,14,164100
5130,3681,3,4,444100
5131,3180,3,41,357000
5132,3404,5,17,423400
5133,3182,4,7,401200
5134,1331,5,7,226100
5135,2783,3,24,334300
5136,1020,1,3,159000
5137,1434,5,50,193400
5138,2569,2,25,301900
5139,3170,3,10,387000
5140,2674,2,5,332400
5141,802,4,32,138200
5142,2517,3,21,310700
5143,1005,3,28,152500
5144,2655,5,4,361500
5145,839,5,0,183900
5146,2906,2,21,339600
5147,3798,5,34,445800
5148,3421,1,30,372100
5149,1443,3,2,222300
5150,2330,4,2,321000
5151,2707,3,6,344700
5152,3690,2,0,439000
5153,3993,5,41,458300
5154,3466,3,23,403600
5155,2943,5,36,358300
5156,1697,2,29,210700
5157,1885,5,31,257500
5158,2079,4,31,266900
5159,3408,2,20,390800
5160,3752,3,47,408200
5161,3195,3,15,384500
5162,1470,4,3,234000
5163,3995,1,16,443500
5164,2305,5,12,318500
5165,3164,3,34,362400
5166,1518,4,39,202800
5167,1871,5,33,254100
5168,2755,2,10,335500
5169,1959,4,35,250900
5170,1049,2,24,150900
5171,3161,2,39,347100
5172,2692,2,29,310200
5173,2653,5,12,353300
5174,3654,1,23,402400
5175,2303,2,35,265300
5176,3332,3,33,380200
5177,2034,5,7,296400
5178,843,5,17,167300
5179,3418,2,6,405800
5180,1382,3,48,170200
5181,3963,4,45,441300
5182,2088,5,21,287800
5183,3742,2,6,438200
5184,1019,2,12,159900
5185,2725,1,1,331500
5186,3772,1,43,394200
5187,3248,4,1,413800
5188,3574,4,28,419400
5189,1790,4,26,243000
5190,3746,4,39,425600
5191,2612,2,17,314200
5192,1657,2,1,234700
5193,1603,2,3,227300
5194,1289,3,48,160900
5195,2580,4,45,303000
5196,2293,3,7,302300
5197,3785,5,35,443500
5198,3691,5,47,422100
5199,2505,2,8,312500
5200,3114,5,17,394400
5201,853,2,49,106300
5202,3375,4,21,406500
5203,1415,3,44,177500
5204,1882,2,10,248200
5205,2648,1,26,298800
5206,3911,1,31,420100
5207,1754,4,1,264400
5208,3233,3,1,402300
5209,2429,2,29,283900
5210,3581,4,21,427100
5211,3563,3,21,415300
5212,1449,1,23,181900
5213,3147,2,26,358700
5214,1194,3,10,189400
5215,2159,5,12,303900
5216,3440,2,26,388000
5217,3361,5,14,422100
5218,3243,4,47,367300
5219,1170,3,47,150000
5220,1657,3,48,197700
5221,1590,3,16,223000
5222,1457,3,38,187700
5223,3583,2,8,420300
5224,2192,5,22,297200
5225,1183,5,3,215300
5226,2909,4,14,366900
5227,3352,4,42,383200
5228,1038,3,30,153800
5229,994,1,5,154400
5230,3525,1,25,387500
5231,2908,3,0,370800
5232,1952,5,21,274200
5233,3837,4,29,444700
5234,3532,2,21,402200
5235,2815,1,32,309500
5236,955,4,4,181500
5237,1722,1,35,197200
5238,3715,5,45,426500
5239,3750,5,9,466000
5240,2409,3,0,320900
5241,3846,3,11,453600
5242,1774,1,48,189400
5243,2030,1,2,261000
5244,3235,4,9,404500
5245,2614,3,0,341400
5246,3734,5,18,455400
5247,1637,4,17,236700
5248,2807,4,44,326700
5249,2163,2,30,256300
5250,3187,5,48,370700
5251,1003,4,21,169300
5252,960,2,3,163000
5253,1191,3,40,159100
5254,1568,5,9,247800
5255,3422,3,9,413200
5256,3381,2,14,394100
5257,1893,5,4,285300
5258,3740,1,49,385000
5259,1204,1,42,138400
5260,1407,1,44,156700
5261,2414,4,16,315400
5262,2340,1,17,277000
5263,3675,4,47,410500
5264,3991,4,49,440100
5265,2637,2,4,329700
5266,1489,1,7,201900
5267,3749,5,45,429900
5268,2040,4,26,268000
5269,2903,2,24,336300
5270,1165,4,25,181500
5271,2522,5,44,308200
5272,1254,5,22,203400
5273,903,1,40,110300
5274,876,4,22,155600
5275,1029,5,28,174900
5276,2737,3,32,321700
5277,3178,5,17,400800
5278,2005,5,6,294500
5279,1692,4,31,228200
5280,2373,5,40,297300
5281,3535,2,6,417500
5282,2874,5,7,380400
5283,2475,3,49,278500
5284,1098,5,20,189800
5285,1756,1,41,194600
5286,3646,4,16,438600
5287,1914,3,50,221400
5288,3327,2,32,370700
5289,3420,5,29,413000
5290,3305,5,1,429500
5291,2274,2,45,252400
5292,1164,5,35,181400
5293,3706,1,21,409600
5294,2498,3,31,298800
5295,1150,5,48,167000
5296,3100,2,24,356000
5297,3628,2,48,384800
5298,2704,3,7,343400
5299,3650,1,32,393000
5300,1811,3,28,233100
5301,3306,5,16,414600
5302,3764,1,39,397400
5303,1298,1,44,145800
5304,1749,2,1,243900
5305,2794,1,48,291400
5306,2846,5,38,346600
5307,1307,5,47,183700
5308,2127,5,48,264700
5309,3348,4,30,394800
5310,3650,1,3,422000
5311,3445,1,41,363500
5312,965,5,25,171500
5313,3309,2,8,392900
5314,1719,1,30,201900
5315,913,4,9,172300
5316,1791,1,50,189100
5317,2751,3,5,350100
5318,3054,4,43,352400
5319,2058,2,25,250800
5320,1314,4,10,211400
5321,2031,4,14,279100
5322,1508,1,19,191800
5323,3996,4,13,476600
5324,2985,5,43,355500
5325,1138,4,50,153800
5326,3384,1,20,378400
5327,867,5,43,143700
5328,2396,2,26,283600
5329,2364,3,29,287400
5330,1182,4,6,202200
5331,818,5,36,145800
5332,3530,5,14,439000
5333,2921,2,15,347100
5334,1372,2,42,165200
5335,3786,3,19,439600
5336,2099,3,48,241900
5337,3919,1,37,414900
5338,3058,3,19,366800
5339,3702,3,21,429200
5340,2743,5,5,369300
5341,1450,4,43,192000
5342,2445,4,39,295500
5343,1793,3,19,240300
5344,3542,1,4,410200
5345,3387,1,10,388700
5346,2138,4,1,302800
5347,1700,2,29,211000
5348,2484,5,7,341400
5349,3627,3,39,403700
5350,2385,5,7,331500
5351,2723,3,16,336300
5352,2581,3,38,300100
5353,1936,4,34,249600
5354,3017,5,29,372700
5355,2744,5,0,374400
5356,1837,2,4,249700
5357,2538,2,15,308800
5358,1087,5,35,173700
5359,3036,2,14,359600
5360,3761,2,48,398100
5361,2390,3,16,303000
5362,3541,4,12,432100
5363,2545,3,23,311500
5364,3735,2,42,401500
5365,3318,3,47,364800
5366,1898,3,3,266800
5367,3124,1,46,326400
5368,1739,3,43,210900
5369,2248,3,45,259800
5370,1370,4,12,215000
5371,3704,5,8,462400
5372,1800,1,25,215000
5373,2005,1,46,214500
5374,3305,1,15,375500
5375,1717,1,41,190700
5376,2674,4,36,321400
5377,1632,5,42,221200
5378,3935,4,5,478500
5379,3686,1,10,418600
5380,3040,5,1,403000
5381,2478,4,29,308800
5382,1415,5,18,223500
5383,1205,4,22,188500
5384,2549,5,46,308900
5385,3790,4,11,458000
5386,3568,1,38,378800
5387,892,1,5,144200
5388,3277,1,42,345700
5389,1453,4,35,200300
5390,1233,5,45,178300
5391,1935,5,41,252500
5392,1174,2,14,173400
5393,3930,3,35,438000
5394,1866,1,12,234600
5395,1006,1,7,153600
5396,1579,1,24,193900
5397,2119,2,23,258900
5398,1941,2,30,234100
5399,1331,2,39,164100
5400,3013,1,12,349300
5401,3490,5,28,421000
5402,889,1,31,117900
5403,1917,2,42,219700
5404,812,2,36,115200
5405,3820,3,17,445000
5406,2657,4,25,330700
5407,1604,3,17,223400
5408,1744,3,33,221400
5409,3589,1,30,388900
5410,2657,4,14,341700
5411,2410,4,36,295000
5412,3723,1,19,413300
5413,2759,5,27,348900
5414,3507,1,3,407700
5415,3879,5,7,480900
5416,1852,5,17,268200
5417,1095,4,31,168500
5418,3833,1,22,421300
5419,1725,1,14,218500
5420,1439,4,43,190900
5421,3187,3,6,392700
5422,1427,1,47,155700
5423,3286,2,30,368600
5424,1967,2,31,235700
5425,1741,1,39,195100
5426,1629,5,13,249900
5427,2570,4,18,329000
5428,3366,5,49,387600
5429,1775,2,39,208500
5430,3916,2,15,446600
5431,1754,4,8,257400
5432,2062,2,0,276200
5433,1751,3,24,231100
5434,1743,2,7,237300
5435,3002,5,38,362200
5436,2004,5,31,269400
5437,2935,3,7,366500
5438,2334,5,12,321400
5439,1896,5,2,287600
5440,3778,5,1,476800
5441,978,1,44,113800
5442,3059,3,27,358900
5443,2628,3,3,339800
5444,2057,2,22,253700
5445,1264,3,33,173400
5446,2574,4,6,341400
5447,3478,3,29,398800
5448,3672,4,8,449200
5449,2030,5,18,285000
5450,3454,4,8,427400
5451,1684,1,22,206400
5452,3213,5,10,411300
5453,3123,4,12,390300
5454,3227,5,28,394700
5455,2132,1,30,243200
5456,2454,5,7,338400
5457,1744,5,45,229400
5458,3935,3,18,455500
5459,3657,2,4,431700
5460,1724,4,47,215400
5461,2738,2,26,317800
5462,1293,1,38,151300
5463,2346,1,13,281600
5464,3969,5,21,475900
5465,2769,2,21,325900
5466,1894,4,4,275400
5467,3211,4,15,396100
5468,3417,5,38,403700
5469,2625,4,25,327500
5470,1562,3,15,221200
5471,3123,2,11,371300
5472,849,1,15,129900
5473,3575,4,48,399500
5474,1705,4,39,221500
5475,3775,4,11,456500
5476,1363,5,31,205300
5477,1582,1,4,214200
5478,3332,2,35,368200
5479,3955,4,27,458500
5480,2840,3,50,314000
5481,2631,5,43,320100
5482,1383,2,3,205300
5483,2119,4,38,263900
5484,1035,2,38,135500
5485,2903,5,28,362300
5486,2742,3,18,336200
5487,1159,4,24,181900
5488,2730,3,34,319000
5489,909,5,23,167900
5490,991,3,18,161100
5491,1703,5,22,248300
5492,1916,3,30,241600
5493,1661,2,18,218100
5494,3415,2,31,380500
5495,1883,5,12,276300
5496,1449,2,45,169900
5497,838,3,17,146800
5498,3920,3,6,466000
5499,1436,4,44,189600
5500,1836,5,23,260600
5501,835,2,45,108500
5502,2948,5,16,378800
5503,3957,2,14,451700
5504,2161,4,8,298100
5505,2783,3,33,325300
5506,965,3,34,142500
5507,3230,1,7,376000
5508,2679,5,49,318900
5509,3637,2,10,423700
5510,830,1,23,120000
5511,810,5,41,140000
5512,2811,2,29,322100
5513,2943,4,20,364300
5514,3300,5,42,388000
5515,3039,2,34,339900
5516,1285,3,11,197500
5517,2089,5,8,300900
5518,2247,2,11,283700
5519,3999,3,27,452900
5520,3085,3,28,360500
5521,2743,1,45,289300
5522,2763,2,44,302300
5523,3983,1,39,419300
5524,2651,1,34,291100
5525,2269,4,28,288900
5526,2166,1,50,226600
5527,3936,1,5,448600
5528,3582,4,15,433200
5529,1790,4,45,224000
5530,1624,5,27,235400
5531,2262,1,0,286200
5532,2953,3,28,347300
5533,3028,4,39,353800
5534,3031,2,5,368100
5535,1025,5,26,176500
5536,1576,5,36,221600
5537,3637,1,21,402700
5538,1912,3,6,265200
5539,1487,4,0,238700
5540,1329,2,12,190900
5541,1771,1,47,190100
5542,1735,3,50,203500
5543,2222,1,43,239200
5544,2953,1,13,342300
5545,2094,5,14,295400
5546,2798,2,11,338800
5547,3678,2,48,389800
5548,2326,2,40,262600
5549,1478,2,3,214800
5550,3696,4,49,410600
5551,3903,4,43,437300
5552,3240,2,42,352000
5553,839,3,20,143900
5554,3507,4,1,439700
5555,3828,4,20,452800
5556,1905,3,13,257500
5557,1644,2,43,191400
5558,2543,1,1,313300
5559,3048,4,10,384800
5560,1246,1,36,148600
5561,3909,1,13,437900
5562,2034,3,46,237400
5563,3291,2,19,380100
5564,2150,1,34,241000
5565,3608,2,26,404800
5566,1026,5,48,154600
5567,847,2,5,149700
5568,3889,3,6,462900
5569,3759,3,44,411900
5570,2262,5,0,326200
5571,2630,3,12,331000
5572,986,2,37,131600
5573,3192,2,16,373200
5574,3071,2,37,340100
5575,3677,3,35,412700
5576,3335,2,37,366500
5577,2732,4,0,363200
5578,3724,5,0,472400
5579,1648,4,18,236800
5580,2832,2,50,303200
5581,2052,3,29,256200
5582,2213,5,12,309300
5583,1778,4,6,261800
5584,2412,2,42,269200
5585,1816,3,19,242600
5586,3035,2,43,330500
5587,2681,4,8,350100
5588,1069,4,12,184900
5589,2430,5,38,305000
5590,1109,3,19,171900
5591,2843,1,24,320300
5592,2374,2,4,303400
5593,1895,3,47,222500
5594,3692,1,49,380200
5595,2495,3,24,305500
5596,3333,2,11,392300
5597,2245,2,25,269500
5598,2967,5,21,375700
5599,1019,4,0,191900
5600,852,4,7,168200
5601,2557,4,35,310700
5602,2274,5,48,279400
5603,2466,4,2,334600
5604,2060,3,21,265000
5605,3605,4,49,401500
5606,3585,4,39,409500
5607,1519,2,20,201900
5608,1205,5,20,200500
5609,3455,5,30,415500
5610,3868,4,0,476800
5611,3269,1,40,346900
5612,3559,2,26,399900
5613,3094,4,1,398400
5614,871,1,28,119100
5615,2653,3,41,304300
5616,3032,2,45,328200
5617,2853,5,0,385300
5618,2029,1,41,221900
5619,2367,4,7,319700
5620,3753,1,34,401300
5621,1186,5,44,174600
5622,2591,3,34,305100
5623,1498,1,6,203800
5624,3947,4,22,462700
5625,2000,1,22,238000
5626,1626,3,42,200600
5627,2622,1,45,277200
5628,1148,3,38,156800
5629,2078,3,18,269800
5630,1107,2,14,166700
5631,1950,2,7,258000
5632,2760,4,32,334000
5633,3134,4,34,369400
5634,1565,4,39,207500
5635,1524,3,12,220400
5636,3609,3,49,391900
5637,2419,2,30,281900
5638,1182,3,6,192200
5639,3235,2,19,374500
5640,1324,1,37,155400
5641,3486,4,7,431600
5642,3785,4,35,433500
5643,1075,5,13,194500
5644,3347,2,29,375700
5645,3564,5,50,406400
5646,1136,4,8,195600
5647,2773,5,12,365300
5648,3779,1,11,426900
5649,1280,5,1,227000
5650,1710,1,37,194000
5651,2796,4,20,349600
5652,3929,3,28,444900
5653,2151,2,19,266100
5654,2833,5,49,334300
5655,2554,1,8,307400
5656,908,4,14,166800
5657,1127,4,32,170700
5658,2599,3,6,333900
5659,1114,4,2,199400
5660,1934,4,22,261400
5661,3546,3,21,413600
5662,1580,4,38,210000
5663,2320,1,12,280000
5664,955,5,8,187500
5665,2296,5,33,296600
5666,2524,1,11,301400
5667,1686,5,33,235600
5668,3873,4,44,433300
5669,3605,5,32,428500
5670,1521,5,49,203100
5671,1712,4,34,227200
5672,1670,5,27,240000
5673,812,4,38,133200
5674,3455,3,2,423500
5675,1297,3,46,163700
5676,2556,5,11,344600
5677,3085,3,42,346500
5678,1917,5,12,279700
5679,3628,3,2,440800
5680,1994,5,17,282400
5681,2804,2,46,304400
5682,3453,1,25,380300
5683,3508,3,9,421800
5684,2447,4,3,331700
5685,2390,1,36,263000
5686,3696,5,11,458600
5687,3783,1,50,388300
5688,2290,4,15,304000
5689,3475,4,16,421500
5690,942,5,39,155200
5691,2024,3,30,252400
5692,3561,3,25,411100
5693,3326,2,1,401600
5694,1364,4,28,198400
5695,3318,2,29,372800
5696,3231,4,47,366100
5697,2515,2,46,275500
5698,3773,3,10,447300
5699,1216,4,36,175600
5700,2648,3,33,311800
5701,3155,1,6,369500
5702,3496,3,38,391600
5703,2517,4,28,313700
5704,2190,1,32,247000
5705,3872,2,48,409200
5706,1867,5,26,260700
5707,3586,4,15,433600
5708,2666,5,16,350600
5709,1921,5,10,282100
5710,2088,1,13,255800
5711,2606,2,12,318600
5712,2987,3,34,344700
5713,2304,1,25,265400
5714,3821,2,24,428100
5715,1816,3,39,222600
5716,1752,3,43,212200
5717,3751,2,42,403100
5718,871,3,11,156100
5719,2490,4,46,293000
5720,2091,4,3,296100
5721,2144,1,41,233400
5722,2954,3,47,328400
5723,3913,3,40,431300
5724,1682,2,48,190200
5725,938,4,26,157800
5726,3462,5,44,402200
5727,3710,1,7,424000
5728,3120,4,7,395000
5729,2304,2,28,272400
5730,3263,1,2,384300
5731,3353,5,20,415300
5732,1532,1,30,183200
5733,2548,4,12,332800
5734,1223,5,30,192300
5735,2391,2,16,293100
5736,1189,1,47,131900
5737,1141,4,31,173100
5738,1745,2,23,221500
5739,1413,5,1,240300
5740,1292,1,41,148200
5741,991,3,2,177100
5742,1298,4,25,194800
5743,1621,4,1,251100
5744,2535,3,32,301500
5745,2056,2,33,242600
5746,2768,4,25,341800
5747,1026,2,33,139600
5748,2194,5,37,282400
5749,2986,3,13,365600
5750,3703,2,30,410300
5751,1616,5,19,242600
5752,3986,1,9,449600
5753,2273,4,19,298300
5754,1886,3,32,236600
5755,903,1,44,106300
5756,2674,1,47,280400
5757,1670,1,1,226000
5758,1467,2,45,171700
5759,2842,4,50,324200
5760,1072,3,11,176200
5761,1829,4,15,257900
5762,3031,4,8,385100
5763,1851,4,10,265100
5764,2373,5,20,317300
5765,3990,5,11,488000
5766,1092,5,3,206200
5767,3024,5,25,377400
5768,2905,4,18,362500
5769,2092,4,41,258200
5770,1107,3,46,144700
5771,1776,3,16,241600
5772,3976,3,43,434600
5773,2051,3,0,285100
5774,2070,3,47,240000
5775,3547,5,7,447700
5776,2317,4,29,292700
5777,2930,3,50,323000
5778,2009,2,40,230900
5779,3099,3,23,366900
5780,2178,3,42,255800
5781,2573,4,16,331300
5782,2519,5,29,322900
5783,2842,1,40,304200
5784,1595,4,42,207500
5785,1696,5,8,261600
5786,2761,2,1,345100
5787,1009,1,25,135900
5788,3663,5,31,435300
5789,3456,5,26,419600
5790,3294,4,40,379400
5791,3307,5,10,420700
5792,1767,3,0,256700
5793,1271,5,36,191100
5794,3217,1,17,364700
5795,3747,5,7,467700
5796,1722,2,26,216200
5797,936,3,17,156600
5798,1166,1,8,168600
5799,3759,1,1,434900
5800,983,4,16,172300
5801,3319,4,10,411900
5802,2198,3,45,254800
5803,3501,1,5,405100
5804,3596,2,4,425600
5805,1336,5,11,222600
5806,3649,5,43,421900
5807,2402,5,41,299200
5808,2073,4,34,263300
5809,3767,1,50,386700
5810,3357,1,23,372700
5811,3477,2,29,388700
5812,3849,4,16,458900
5813,1896,2,46,213600
5814,2105,1,35,235500
5815,1715,5,5,266500
5816,3881,4,31,447100
5817,951,4,33,152100
5818,1828,4,43,229800
5819,2018,5,15,286800
5820,2777,4,6,361700
5821,3311,3,31,380100
5822,3984,4,16,472400
5823,1070,5,31,176000
5824,1986,4,13,275600
5825,1259,3,25,180900
5826,904,3,8,162400
5827,2510,4,12,329000
5828,3009,1,49,311900
5829,3198,1,24,355800
5830,1233,2,11,182300
5831,3699,3,44,405900
5832,939,1,15,138900
5833,2294,2,48,251400
5834,886,1,29,119600
5835,2511,4,20,321100
5836,3030,3,23,360000
5837,3215,1,42,339500
5838,928,4,4,178800
5839,2069,2,46,230900
5840,2401,4,32,298100
5841,1469,2,48,168900
5842,948,1,30,124800
5843,1784,5,49,229400
5844,1651,4,8,247100
5845,2256,5,48,277600
5846,1427,3,34,188700
5847,2292,5,7,322200
5848,3293,3,10,399300
5849,2844,1,16,328400
5850,1683,1,15,213300
5851,3141,4,19,385100
5852,2588,5,26,332800
5853,1049,3,13,171900
5854,3725,3,21,431500
5855,1747,5,48,226700
5856,1774,1,6,231400
5857,2125,1,10,262500
5858,3896,3,16,453600
5859,3636,4,12,441600
5860,1783,1,50,188300
5861,1688,2,16,222800
5862,3737,3,10,443700
5863,2917,5,3,388700
5864,3472,5,15,432200
5865,1674,3,30,217400
5866,3983,3,20,458300
5867,2126,1,32,240600
5868,1270,3,12,195000
5869,2787,3,48,310700
5870,890,2,28,131000
5871,1329,5,14,218900
5872,1460,1,9,197000
5873,1538,4,32,211800
5874,3573,1,14,403300
5875,1671,5,42,225100
5876,2486,4,12,326600
5877,991,3,34,145100
5878,2786,2,20,328600
5879,2985,2,29,339500
5880,1144,5,47,167400
5881,1808,5,45,235800
5882,3350,2,42,363000
5883,1002,4,41,149200
5884,1372,4,44,183200
5885,991,1,6,153100
5886,2852,3,48,317200
5887,2713,4,23,338300
5888,2516,3,15,316600
5889,1110,5,4,207000
5890,3396,4,5,424600
5891,2903,4,1,379300
5892,1242,4,2,212200
5893,2060,1,9,257000
5894,1669,5,23,243900
5895,1384,2,47,161400
5896,2394,1,32,267400
5897,3599,1,19,400900
5898,2337,4,21,302700
5899,1159,1,31,144900
5900,2523,2,29,293300
5901,3666,1,2,424600
5902,2877,1,3,344700
5903,2602,4,50,300200
5904,2811,5,3,378100
5905,2955,2,38,327500
5906,1643,4,30,224300
5907,2425,1,8,294500
5908,3564,2,29,397400
5909,1690,3,28,221000
5910,2791,1,24,315100
5911,2782,5,38,340200
5912,1759,1,34,201900
5913,2268,5,24,302800
5914,3740,3,36,418000
5915,2261,4,35,281100
5916,1531,4,10,233100
5917,1405,4,25,205500
5918,3304,2,41,359400
5919,1414,5,45,196400
5920,3545,1,24,390500
5921,2804,2,20,330400
5922,2519,2,48,273900
5923,1473,1,1,206300
5924,2070,3,9,278000
5925,3390,4,38,391000
5926,2387,3,34,284700
5927,3704,3,32,418400
5928,2411,4,40,291100
5929,1696,3,30,219600
5930,2262,2,3,293200
5931,1077,1,2,165700
5932,1351,2,4,201100
5933,2436,2,16,297600
5934,2958,5,48,347800
5935,3232,4,12,401200
5936,1560,4,0,246000
5937,3541,2,44,380100
5938,2249,4,38,276900
5939,1204,5,43,177400
5940,2158,1,22,253800
5941,2032,3,40,243200
5942,821,4,49,123100
5943,1477,2,24,193700
5944,3458,4,30,405800
5945,2828,2,12,340800
5946,2031,3,0,283100
5947,2855,4,33,342500
5948,3549,3,28,406900
5949,2608,2,30,300800
5950,1328,5,7,225800
5951,2837,5,1,382700
5952,3449,1,11,393900
5953,2476,2,32,285600
5954,1456,2,29,186600
5955,965,2,40,126500
5956,1648,5,26,238800
5957,1295,5,24,205500
5958,1389,5,37,201900
5959,1228,4,49,163800
5960,3621,4,32,420100
5961,962,5,37,159200
5962,3213,3,15,386300
5963,2062,4,31,265200
5964,871,4,23,154100
5965,1454,4,1,234400
5966,1068,4,1,195800
5967,2576,1,19,298600
5968,3262,4,26,390200
5969,2068,3,21,265800
5970,1815,1,38,203500
5971,3522,4,47,395200
5972,1883,2,18,240300
5973,805,1,6,134500
5974,1781,4,2,266100
5975,3417,3,49,372700
5976,1206,5,33,187600
5977,2753,4,40,325300
5978,2873,2,22,335300
5979,3876,3,4,463600
5980,1785,1,42,196500
5981,1189,3,2,196900
5982,1509,4,23,217900
5983,3418,2,26,385800
5984,2271,3,33,274100
5985,1553,3,50,185300
5986,2993,5,42,357300
5987,2211,5,20,301100
5988,3632,4,11,442200
5989,2072,1,31,236200
5990,1325,1,46,146500
5991,2285,2,48,250500
5992,2860,4,21,355000
5993,3750,1,33,402000
5994,3231,3,22,381100
5995,1355,4,0,225500
