House_ID,Area,Bedrooms,Bathrooms,Garage,Floors,Has_Garden,Location_Score,Year_Built,Distance_Center,Renovated,Price
16227,2345,1,1,1,1,1,8,1971,23,0,244000
16228,3727,2,3,1,1,1,7,2009,33,0,423200
16229,3592,1,1,1,2,1,6,1986,14,1,403200
16230,1482,3,3,1,3,1,2,2000,38,1,195200
16231,2356,1,2,1,2,0,8,1974,8,1,279600
16232,814,5,2,0,2,1,10,2001,28,0,157400
16233,3215,5,1,0,3,0,7,1986,42,1,354500
16234,3485,3,1,1,3,1,2,1998,45,1,373000
16235,3700,4,1,0,3,1,7,2017,41,0,424500
16236,2036,4,1,0,1,1,3,2018,33,0,257100
16237,3547,2,2,0,3,0,7,2015,0,1,454700
16238,804,5,1,1,3,1,7,1993,34,1,146400
16239,3078,2,1,0,3,0,10,1982,14,0,347800
16240,2708,3,2,1,2,0,3,2005,34,1,316800
16241,2225,1,2,0,1,1,5,1974,19,0,232000
16242,2407,5,1,1,1,1,6,2017,45,0,299200
16243,3859,4,1,0,2,0,1,1972,17,1,417400
16244,3433,2,2,0,2,1,6,1997,14,0,398300
16245,968,1,3,0,1,1,9,2006,16,1,162800
16246,3608,4,2,1,3,0,3,2001,3,1,462300
16247,1591,4,2,0,2,0,8,2000,45,1,195600
16248,1799,3,1,1,2,0,5,1983,13,1,234400
16249,951,4,3,1,2,0,2,1974,0,1,174100
16250,3863,4,2,1,3,0,1,1996,19,1,454800
16251,3071,4,3,0,2,0,10,2009,25,1,391600
16252,1303,1,3,0,1,0,1,1974,0,0,159300
16253,2373,1,2,0,2,1,2,2002,37,1,251800
16254,2891,4,3,0,3,1,6,1979,48,1,310100
16255,3544,3,1,1,1,0,3,1983,28,0,372400
16256,1303,4,3,1,1,1,1,1987,40,1,163300
16257,3777,5,3,0,3,0,5,2003,28,1,454700
16258,1642,5,3,0,3,1,4,1995,44,1,213200
16259,1150,2,2,0,2,1,10,1975,5,0,169500
16260,2870,5,2,0,3,1,8,1971,4,1,375000
16261,2459,2,2,0,1,1,4,2016,4,0,327900
16262,1397,2,3,1,2,1,2,1999,32,1,181700
16263,1866,2,1,1,1,0,3,2025,9,1,272100
16264,3313,2,3,0,2,0,9,2015,43,0,365800
16265,839,4,3,1,2,1,2,2015,34,0,151900
16266,3150,1,1,1,2,0,1,1983,4,1,355000
16267,974,5,3,0,2,0,10,2020,25,1,202900
16268,1798,5,2,1,3,1,4,2009,44,0,238800
16269,2284,5,2,0,2,0,2,2014,32,0,289400
16270,3468,2,2,1,1,0,2,1973,33,0,340300
16271,2016,3,2,1,3,1,3,2001,10,1,288600
16272,3091,1,2,1,3,0,9,2007,11,1,386600
16273,1635,3,1,1,1,0,1,1991,23,0,193000
16274,3127,3,3,0,3,1,7,2016,11,0,411200
16275,1859,5,3,0,1,1,9,1989,2,0,288900
16276,3404,3,2,0,3,1,2,1979,1,1,408900
16277,1697,4,1,0,2,1,7,2002,25,0,230200
16278,2363,3,2,1,3,1,1,2022,8,1,343300
16279,1846,3,2,0,3,1,7,2020,0,1,305600
16280,3566,5,2,0,2,1,4,1976,13,1,425100
16281,1731,3,3,1,3,1,5,1992,22,0,235100
16282,2938,2,1,0,1,0,9,1995,33,0,310300
16283,3237,1,1,1,1,1,7,2002,6,0,387700
16284,3397,4,2,1,2,0,8,2018,36,0,408700
16285,3778,1,2,0,3,0,7,1984,12,1,418800
16286,2051,2,2,1,3,0,6,1980,3,0,264600
16287,2025,3,3,1,1,0,5,1999,47,0,222000
16288,2173,5,1,1,3,0,10,2005,22,0,306300
16289,1861,1,2,1,2,1,8,1971,13,0,218600
16290,3580,3,2,0,1,0,4,2020,41,0,392500
16291,1299,1,3,1,2,1,7,1992,9,0,192400
16292,2522,3,1,0,3,0,6,1998,12,0,313200
16293,3914,5,1,0,1,0,1,2000,11,1,466900
16294,3718,2,3,1,1,1,6,2001,32,0,413800
16295,3364,1,2,0,1,1,10,2025,23,0,400900
16296,2915,4,3,1,2,1,7,1996,19,1,380000
16297,2563,2,2,0,2,0,5,2015,29,0,298800
16298,2970,5,1,1,2,1,6,2024,49,0,359500
16299,2508,4,1,1,1,0,9,2019,47,1,305300
16300,1135,3,3,1,2,0,8,2010,36,1,176500
16301,1976,1,3,0,2,0,1,1980,32,0,187600
16302,3821,4,3,0,2,0,4,2013,47,1,425600
16303,1578,2,2,1,1,0,3,2025,29,0,211300
16304,1985,4,1,0,2,0,10,2003,26,0,258500
16305,2733,5,2,1,3,1,1,2023,25,0,368800
16306,2266,4,2,0,1,1,9,2010,27,1,305100
16307,3270,1,2,1,3,1,8,1995,18,1,386000
16308,2361,1,1,1,3,1,7,1978,25,0,253600
16309,1738,3,1,1,2,0,2,2018,32,1,228800
16310,1603,4,1,0,1,0,1,1988,2,0,220300
16311,2735,4,1,1,3,0,7,2011,30,0,340500
16312,1433,5,2,1,1,1,2,1972,27,0,180800
16313,2053,1,1,1,2,0,10,2010,31,0,242800
16314,1882,2,3,0,2,0,9,2025,16,1,280200
16315,2943,3,2,1,2,1,10,2017,12,1,405300
16316,2085,4,3,1,3,0,2,2000,0,1,316500
16317,1153,3,2,1,2,1,3,1994,27,1,166800
16318,1959,4,2,1,3,0,6,1970,35,1,224400
16319,2685,4,2,0,2,1,3,2022,36,1,336500
16320,2618,5,1,1,1,0,4,1981,22,1,315800
16321,1766,4,3,0,1,0,3,1984,49,0,176100
16322,3770,3,2,0,1,1,1,2008,35,0,408500
16323,3320,3,2,1,3,0,4,1984,19,1,384500
16324,3277,5,3,0,1,1,5,2002,46,1,376700
16325,3822,5,2,0,1,1,5,2005,40,0,431200
16326,3384,3,3,1,1,1,7,2019,15,0,435900
16327,1969,3,3,1,1,0,7,2025,17,0,291400
16328,2347,4,2,1,3,1,6,2015,3,1,362200
16329,2934,1,3,0,3,1,5,2024,1,0,390900
16330,908,3,1,0,2,1,8,2023,39,1,150300
16331,2168,2,3,0,1,1,5,2025,33,1,278300
16332,2557,1,3,0,3,1,4,2010,20,1,315700
16333,1793,2,2,1,2,0,5,2003,40,1,208300
16334,2317,1,2,0,1,0,9,1997,37,0,239200
16335,2156,3,1,1,2,0,4,2016,30,0,268600
16336,1621,5,3,1,1,1,1,1988,38,1,209100
16337,1736,5,2,0,2,0,10,1997,7,0,271100
16338,3852,3,3,1,3,0,9,2016,22,0,473200
16339,3496,1,1,1,1,0,9,2023,26,1,409600
16340,990,3,1,1,3,1,6,1987,50,0,106000
16341,2796,1,1,0,2,1,5,1979,30,1,282600
16342,1732,3,3,0,3,0,1,1999,25,0,215700
16343,941,2,1,1,3,1,7,1986,47,1,103600
16344,2692,3,3,1,3,0,2,1981,35,1,295700
16345,3944,1,1,1,1,1,5,1984,38,0,388400
16346,3687,4,2,1,3,0,5,1993,14,0,442700
16347,3015,5,1,0,3,1,2,1987,11,0,371000
16348,1365,4,1,0,3,0,7,2021,24,0,214500
16349,2082,3,1,1,1,0,10,2024,43,0,258700
16350,2262,1,1,0,3,0,6,2022,3,0,304700
16351,1934,5,1,0,1,0,8,2000,17,1,273900
16352,1543,3,3,1,1,1,4,2008,14,0,236300
16353,1472,4,2,0,3,0,7,2012,49,1,190700
16354,3711,5,3,1,1,0,4,2018,39,0,439600
16355,3686,3,2,0,2,0,2,1980,11,1,414100
16356,1330,5,1,0,1,1,3,2000,35,1,182500
16357,2113,2,2,0,2,0,8,2025,22,0,280300
16358,3821,5,1,1,3,1,10,1998,24,1,474100
16359,1361,2,2,0,3,0,3,1975,8,0,169100
16360,2333,5,1,1,3,0,8,1974,42,1,264300
16361,3022,5,3,1,1,1,5,1980,35,1,353700
16362,1101,5,1,1,3,1,4,1985,45,0,138600
16363,984,2,2,0,3,0,3,1998,44,1,107400
16364,1309,3,2,0,3,0,8,2023,40,0,183900
16365,3666,4,3,1,3,0,3,1971,11,1,431100
16366,2133,5,1,1,1,1,6,1972,40,1,241300
16367,2169,4,2,0,2,0,5,1983,40,0,230900
16368,3952,4,2,0,3,1,9,2003,3,1,508700
16369,3003,5,3,0,1,0,10,1996,18,1,389300
16370,3634,2,1,1,3,1,7,2024,26,0,435400
16371,1594,1,1,0,3,0,2,2009,36,1,174400
16372,3279,1,3,1,2,0,9,2016,41,0,364400
16373,2323,1,3,0,1,0,8,1976,35,0,224800
16374,1560,5,3,0,1,0,8,2002,44,1,208000
16375,2994,4,2,1,3,1,8,1988,13,1,388900
16376,3328,1,2,1,1,1,5,2005,9,0,396300
16377,1234,5,3,0,2,1,6,2015,26,1,220400
16378,2342,5,1,1,1,0,6,1996,21,1,308700
16379,2838,5,3,0,1,1,9,2008,22,0,375800
16380,2506,2,1,1,1,0,8,2003,14,1,316600
16381,868,3,1,1,3,1,3,2023,14,0,177800
16382,2429,2,3,0,1,1,1,1996,27,1,276400
16383,2704,4,1,0,3,0,1,1998,27,1,315900
16384,3722,5,3,0,2,1,10,1983,10,1,469200
16385,3033,2,1,1,1,1,4,1997,19,1,353800
16386,3751,1,2,1,3,1,9,1975,40,0,376100
16387,3529,3,1,1,3,1,4,1990,23,0,399400
16388,3051,5,1,0,3,1,3,2018,28,1,389100
16389,1353,2,3,1,3,1,10,1999,10,1,229300
16390,2860,1,1,1,1,0,8,1998,17,1,332500
16391,3513,1,1,0,1,1,2,1971,17,1,356800
16392,2097,2,2,0,1,0,1,2009,8,0,266700
16393,2898,2,3,1,1,1,5,1975,49,0,278300
16394,1299,4,1,1,1,0,1,2006,6,0,209900
16395,3216,5,1,0,3,0,8,1980,25,1,376100
16396,3571,1,3,1,1,0,2,1986,48,1,343100
16397,3204,4,3,0,3,1,5,1979,42,1,348400
16398,3874,1,3,1,2,0,3,1995,35,0,399900
16399,3694,2,3,1,2,0,10,1998,26,0,422400
16400,2329,1,2,0,1,1,7,2008,30,1,270900
16401,3103,1,3,0,3,0,8,1999,34,0,333300
16402,2311,5,2,1,3,0,2,1979,29,0,272600
16403,1078,2,1,0,2,1,9,1979,10,0,151800
16404,1882,1,3,1,1,0,7,1987,15,0,227700
16405,1245,3,3,0,1,0,3,2008,19,0,183000
16406,2960,4,3,0,1,0,4,1970,39,0,298500
16407,1635,1,2,1,1,0,1,1970,12,1,180500
16408,1554,1,1,1,3,0,4,1989,6,1,207400
16409,2645,4,1,1,1,0,6,2017,27,1,341000
16410,2392,1,2,1,1,0,6,1995,0,0,302200
16411,2312,2,2,1,2,0,1,1996,24,1,269200
16412,2230,1,1,0,2,1,9,2015,46,1,246000
16413,3214,2,1,1,1,0,9,1998,9,1,391900
16414,1883,2,1,1,1,0,6,1987,49,1,181800
16415,3176,2,2,1,2,0,3,1971,13,0,344100
16416,3575,4,3,1,3,0,5,1975,18,0,412500
16417,3853,2,2,1,1,0,4,2016,19,0,446800
16418,2390,1,1,1,1,0,3,1972,18,1,248000
16419,2708,5,2,1,2,1,9,1985,45,1,318300
16420,3567,2,1,1,1,1,4,2002,36,1,386700
16421,3934,1,2,1,3,1,9,2001,15,1,464900
16422,3031,1,3,1,2,0,10,1994,5,1,380600
16423,1822,3,1,1,3,1,5,2015,9,0,276700
16424,3158,1,2,1,3,0,4,1981,11,1,357300
16425,2361,3,3,0,3,1,2,1975,20,0,270100
16426,976,1,1,0,1,1,8,2005,7,1,164100
16427,3944,2,3,1,3,1,7,2018,24,1,480400
16428,1646,3,3,1,2,1,6,1975,9,1,235100
16429,2048,3,2,0,3,1,10,1999,2,1,307800
16430,2400,3,3,1,3,0,6,1989,43,0,263500
16431,2404,2,3,1,3,0,8,1987,5,0,312900
16432,2775,5,2,1,3,0,4,2021,27,0,368000
16433,2856,2,3,1,1,1,1,1977,38,1,291600
16434,1035,5,2,1,3,0,8,1982,3,0,199000
16435,1509,2,2,1,1,0,10,2013,30,1,211900
16436,3771,1,2,0,3,1,7,1986,5,0,429600
16437,3532,2,1,0,1,0,4,2015,14,0,408200
16438,1593,5,3,1,2,1,10,1991,23,0,245800
16439,3899,4,2,0,1,1,10,1995,31,0,442400
16440,3655,1,3,1,2,0,7,1977,44,1,361500
16441,2734,3,1,0,1,0,5,1988,39,0,275900
16442,2469,2,1,0,1,1,1,1974,40,1,228900
16443,826,1,2,0,1,0,5,1982,0,0,122600
16444,3397,5,2,1,1,1,7,1970,25,0,388200
16445,2026,3,2,0,3,1,10,2000,36,0,248600
16446,884,5,3,1,1,1,4,1974,27,0,136900
16447,2655,1,1,1,2,1,1,2005,5,1,332000
16448,3901,1,3,0,1,1,9,2023,12,1,479100
16449,3313,1,3,0,3,1,9,2017,28,0,389300
16450,1922,1,2,1,3,0,5,1995,29,0,215700
16451,2013,5,2,0,2,1,6,1988,50,1,230300
16452,811,4,1,0,2,0,8,2013,21,1,161600
16453,1812,1,1,1,3,0,5,2010,38,1,208200
16454,3901,3,1,0,1,0,6,2012,6,0,468100
16455,2548,5,3,0,2,1,9,1983,7,1,354300
16456,3909,2,3,1,1,1,6,1990,23,1,442400
16457,2676,2,3,0,1,0,9,2001,28,1,314600
16458,3419,5,3,1,1,0,2,2023,30,0,424900
16459,2117,5,3,0,3,1,8,2010,50,1,274700
16460,2183,1,1,1,1,1,8,1985,5,1,275800
16461,2478,5,3,1,1,1,4,1980,14,1,328800
16462,3761,3,3,0,3,0,10,1970,23,0,410600
16463,979,2,2,1,2,1,2,2024,16,0,176900
16464,1596,3,1,0,3,0,3,1996,25,0,193100
16465,3983,3,2,0,1,0,8,1985,17,0,441800
16466,2267,1,1,1,1,1,7,2018,13,1,303200
16467,3892,5,2,0,1,1,9,1997,5,0,490700
16468,2824,2,1,0,1,0,6,1986,24,0,297400
16469,3288,2,2,0,1,0,5,2020,11,0,400300
16470,1686,2,2,0,2,0,5,1991,44,1,171600
16471,3268,3,2,0,2,0,9,1972,11,0,371300
16472,1989,2,3,1,1,0,7,2016,31,0,253400
16473,2475,2,3,1,2,1,8,2017,43,0,296000
16474,2319,3,2,0,2,0,2,2008,14,1,300900
16475,3315,1,1,0,2,0,9,1977,13,0,353000
16476,3560,3,1,1,3,0,2,1988,0,1,432000
16477,3232,3,3,1,3,1,5,1999,8,1,420200
16478,3161,1,2,0,1,1,3,1970,29,1,309600
16479,1570,4,1,0,2,1,7,1986,16,1,222000
16480,2078,4,2,1,3,0,4,2022,38,1,279800
16481,1758,5,1,1,1,1,9,1971,16,1,244800
16482,1716,5,3,1,1,0,3,2022,47,1,237100
16483,2870,3,3,1,3,0,9,2013,23,1,377500
16484,2581,5,3,1,1,1,10,1999,20,1,361100
16485,1138,4,1,1,2,1,8,2021,4,1,241800
16486,2316,5,2,0,2,1,5,1998,32,0,288600
16487,3670,4,3,0,3,1,3,1974,32,1,401000
16488,3213,4,2,1,3,0,6,1974,50,1,331300
16489,2195,3,3,1,1,1,6,2016,28,0,292500
16490,1714,5,2,1,2,0,3,1995,27,0,230900
16491,2653,5,1,0,1,0,6,2005,42,1,309300
16492,1274,1,3,0,1,1,6,1987,30,1,147400
16493,2246,1,3,1,2,0,8,2021,23,0,291100
16494,2179,4,1,0,3,1,10,2018,46,0,271900
16495,2283,3,3,0,2,1,2,1974,6,0,279300
16496,2874,2,1,1,3,0,7,2024,40,1,339400
16497,3789,5,2,0,3,0,10,1992,41,0,423400
16498,3649,5,3,0,3,1,7,2008,33,0,442400
16499,1600,4,1,1,3,1,3,1987,30,1,208000
16500,3707,4,2,1,3,1,4,2006,33,1,440200
16501,2046,5,2,1,1,1,1,1985,30,0,248600
16502,1663,4,1,1,3,0,3,2021,33,1,237800
16503,3537,3,1,0,2,1,8,1985,41,1,372200
16504,1971,5,3,0,1,0,6,2023,14,1,311100
16505,1538,5,2,0,2,0,7,2002,13,1,248300
16506,2174,1,2,1,3,0,5,1995,43,0,219900
16507,3262,4,3,1,3,0,6,1981,1,1,421700
16508,1781,1,1,1,3,1,5,2003,13,1,241600
16509,3276,4,2,1,1,0,9,1986,17,0,392100
16510,2888,2,1,0,1,1,6,1971,20,0,300800
16511,3752,5,1,1,3,0,6,1991,48,0,403200
16512,1811,1,2,0,1,1,3,2010,4,1,252100
16513,3550,5,1,1,2,1,2,1991,11,1,440500
16514,2926,1,3,0,1,0,10,2008,11,0,357100
16515,1516,1,1,1,3,0,9,1984,29,0,167100
16516,2607,2,1,1,1,1,9,1996,28,0,299700
16517,3391,5,3,0,1,1,3,2013,14,1,443100
16518,2273,3,1,1,2,1,5,2023,50,1,272300
16519,3321,4,3,1,3,0,10,1992,17,0,415600
16520,1965,5,1,0,3,0,2,2022,21,0,280000
16521,3141,4,1,0,1,0,9,2010,21,1,390600
16522,1409,3,2,0,1,1,9,2024,34,1,212900
16523,2983,3,3,1,1,1,7,1997,40,1,343300
16524,3331,4,2,0,2,0,5,2023,43,0,382600
16525,2612,4,1,0,1,1,6,1994,21,0,314700
16526,2135,4,1,0,1,0,8,1975,42,0,214500
16527,3661,3,2,1,3,1,6,1991,37,1,408600
16528,1354,3,2,0,2,0,1,1989,3,0,192900
16529,2455,3,2,1,1,0,3,2006,15,1,318000
16530,2555,5,1,0,2,0,5,2005,5,0,349000
16531,845,4,2,0,2,0,9,1970,35,1,108000
16532,2059,5,1,0,3,1,4,2012,36,0,266900
16533,1871,2,3,1,3,0,1,1986,26,0,213100
16534,3045,3,3,1,3,0,1,2007,18,1,380500
16535,2931,5,3,0,1,1,10,1995,13,0,387600
16536,1342,3,1,1,3,0,10,1977,33,0,158700
16537,2251,1,1,0,2,1,9,1986,22,1,255100
16538,2918,4,2,0,3,0,7,1975,50,0,289800
16539,3367,3,1,0,1,1,3,1989,50,0,325700
16540,2792,4,2,1,3,1,6,2024,4,1,414200
16541,3745,5,1,1,1,1,4,1999,27,1,445000
16542,1712,1,3,0,2,1,4,2005,9,1,239700
16543,3923,4,3,1,1,1,2,1993,50,1,418300
16544,1868,2,1,1,1,1,10,1985,23,1,231300
16545,3140,3,1,1,3,1,6,1977,8,1,381000
16546,3785,4,3,1,2,0,2,1977,49,1,387000
16547,1611,2,2,0,2,0,3,1970,44,1,139100
16548,2288,4,2,0,2,0,5,2018,33,1,295300
16549,2708,5,2,1,3,0,10,1993,19,0,357300
16550,2373,3,2,0,1,0,3,1985,2,0,293300
16551,1666,3,1,1,2,1,2,2020,38,0,213600
16552,3227,2,2,0,3,0,3,2018,19,1,389200
16553,3854,1,2,1,2,0,8,2016,3,1,478900
16554,2566,1,3,1,1,0,6,1972,24,0,265600
16555,3109,2,3,1,3,1,8,2025,39,1,383400
16556,1379,4,3,1,3,0,8,1996,1,0,245400
16557,3204,1,1,1,2,1,9,2011,29,0,365900
16558,2242,3,1,0,3,1,8,2006,23,0,286700
16559,1497,2,2,0,1,0,7,2015,12,1,225700
16560,2776,2,3,0,3,0,5,1979,21,1,311100
16561,3884,3,2,1,2,1,7,2022,31,1,469900
16562,3290,1,3,0,1,0,2,1993,25,0,341500
16563,1525,5,3,0,1,1,6,1991,0,0,254500
16564,1085,2,3,1,2,1,4,1999,6,0,186500
16565,2691,4,2,0,1,1,5,1991,25,1,323600
16566,1369,2,3,0,1,1,1,2022,33,0,180400
16567,3687,5,2,1,2,1,6,2007,42,1,436700
16568,2764,3,2,1,3,0,5,1988,35,0,303900
16569,2313,1,2,0,3,1,10,2003,0,1,321300
16570,1297,3,1,1,3,1,7,1970,47,1,133200
16571,2717,3,3,0,3,1,10,2012,27,0,348200
16572,1504,1,2,1,2,1,10,2015,17,1,231900
16573,2156,3,1,1,2,0,1,1982,6,0,264600
16574,1361,3,3,0,2,0,7,1999,49,0,151600
16575,2798,2,2,1,3,1,6,2000,42,1,313800
16576,831,4,3,0,1,0,1,1987,34,0,104100
16577,842,1,1,1,1,1,9,1978,1,1,142700
16578,2716,2,3,0,3,1,6,2020,46,0,309600
16579,2174,5,3,1,2,0,3,1991,32,0,270400
16580,2645,2,2,0,2,0,9,1977,13,1,308000
16581,1358,2,2,1,3,0,6,2020,40,1,186800
16582,3117,3,1,1,3,1,3,2025,6,0,416700
16583,2236,4,2,1,1,0,5,1995,40,1,261600
16584,1742,2,3,1,3,1,2,2000,1,1,266700
16585,2398,5,2,0,2,1,8,2009,16,0,337800
16586,3890,3,3,1,2,1,10,2022,5,0,513500
16587,2170,2,1,0,1,1,2,2023,0,1,310000
16588,2728,5,3,1,3,0,6,2004,33,0,346300
16589,2436,1,1,0,2,0,6,2025,21,1,302100
16590,2884,2,2,1,3,1,3,1991,37,0,307900
16591,891,1,3,0,3,1,6,1998,33,1,121600
16592,2643,1,1,1,2,1,3,2005,19,0,306800
16593,984,5,3,0,3,1,2,2018,28,0,183400
16594,1527,3,2,0,1,0,8,2025,28,1,226700
16595,1851,4,1,1,3,0,8,1978,18,1,246100
16596,2371,4,3,1,1,0,9,2009,38,1,305100
16597,3219,2,2,1,2,0,3,1998,31,1,355400
16598,1631,5,3,1,2,1,4,2015,9,1,289600
16599,1144,1,2,1,1,1,5,2001,38,0,130400
16600,2242,2,3,1,3,1,7,2003,34,0,273200
16601,2019,3,3,0,2,0,8,1980,4,1,274900
16602,2925,4,3,1,2,0,5,1986,37,0,327000
16603,966,4,2,0,3,0,2,1979,27,1,130100
16604,3961,1,3,1,1,1,6,1976,14,0,430100
16605,1063,2,3,0,1,1,8,2012,47,1,139800
16606,2295,2,3,1,3,1,9,1981,27,0,271000
16607,2031,4,2,0,3,1,1,2025,10,0,305100
16608,3571,3,1,1,1,1,5,2005,24,1,420100
16609,2086,5,3,0,1,1,7,2016,50,1,269600
16610,2329,1,3,0,3,0,10,1977,38,0,231900
16611,2608,4,3,1,3,1,5,2011,27,1,351300
16612,3359,4,1,1,3,0,5,2007,41,1,385400
16613,2677,2,3,1,2,1,3,2004,2,0,354700
16614,2549,1,3,1,3,0,10,1999,34,0,289900
16615,2709,4,3,1,1,0,4,1996,33,0,316400
16616,3423,4,1,1,3,0,9,1992,11,0,422800
16617,3569,4,2,0,1,0,6,2025,15,0,449400
16618,2135,1,3,1,3,1,1,1986,50,1,206500
16619,1997,4,3,1,1,0,3,1999,33,0,246200
16620,3278,4,2,0,2,1,6,1994,27,0,380300
16621,1567,2,2,0,1,0,3,1974,26,0,155700
16622,3310,3,2,1,1,0,7,2008,27,1,395500
16623,900,5,3,0,1,0,10,1983,4,1,187000
16624,3887,1,1,0,2,1,8,2007,39,1,412200
16625,2532,5,3,0,3,1,6,2015,31,0,338700
16626,2719,4,1,1,3,0,4,1994,34,0,309900
16627,3091,3,3,1,3,1,8,1996,31,1,374600
16628,2171,2,2,0,1,1,4,2009,16,1,281100
16629,904,2,3,1,2,0,3,1998,42,1,112400
16630,1493,1,2,0,3,0,4,1998,28,1,174300
16631,2490,3,2,1,1,1,4,1979,2,0,315000
16632,2110,1,2,1,3,0,9,1997,14,0,267000
16633,1870,2,1,1,1,1,1,1997,18,1,233000
16634,1866,4,2,0,1,1,10,1997,3,1,290100
16635,1617,1,1,1,1,1,8,1977,6,0,202700
16636,3068,3,2,0,3,0,8,1995,19,0,363300
16637,2336,1,2,0,2,1,7,1976,41,0,219100
16638,2991,2,1,0,3,1,6,2010,40,1,333100
16639,1689,1,1,1,3,0,7,2024,50,0,188900
16640,3899,4,1,1,3,0,8,1971,8,1,458900
16641,2677,2,1,1,3,0,10,2018,10,1,364700
16642,2673,1,2,0,2,0,4,1984,38,0,253300
16643,1589,5,1,0,3,0,5,2015,14,0,251900
16644,1352,5,1,0,1,1,3,1990,14,1,206200
16645,1643,2,3,0,1,1,4,2006,31,0,200800
16646,1458,4,3,1,1,0,2,1995,10,1,227800
16647,3684,3,2,0,3,1,1,2002,14,0,431400
16648,1818,4,2,1,2,1,6,1996,49,0,211300
16649,2753,1,3,0,1,1,9,1981,45,0,265800
16650,1990,2,1,1,3,0,2,2008,48,0,206000
16651,1550,5,3,1,2,0,7,1994,19,0,238500
16652,3096,3,2,1,3,1,10,1970,42,0,324600
16653,1574,2,1,0,2,1,7,2008,43,1,183900
16654,3611,2,1,1,3,1,5,2017,49,0,387600
16655,2180,2,2,0,2,0,9,1985,42,0,219000
16656,3982,1,2,1,2,0,8,1984,21,0,425700
16657,1491,5,1,0,2,1,6,1976,7,0,218600
16658,3667,5,1,1,3,0,4,1979,20,1,427700
16659,1518,5,2,0,2,1,3,2001,10,1,247800
16660,1033,3,2,0,3,0,9,1972,17,1,148800
16661,2871,1,2,0,1,1,8,2020,14,0,356100
16662,3897,4,2,0,2,0,2,1975,36,1,402700
16663,2204,5,1,1,3,0,8,1975,18,0,281400
16664,1805,4,1,0,2,0,1,2000,13,0,239000
16665,2169,2,3,1,2,1,4,1974,23,1,251400
16666,2201,2,1,1,3,1,8,2011,12,0,302100
16667,3369,2,2,0,1,1,4,2005,34,0,362900
16668,2864,5,2,0,1,0,10,2025,11,1,409900
16669,3092,2,1,0,1,1,7,1977,50,1,291200
16670,3565,1,1,0,2,1,2,2004,44,1,357500
16671,3617,2,1,1,3,1,4,2017,30,1,421700
16672,1516,5,3,0,1,0,8,1979,13,0,220100
16673,2362,1,3,1,2,0,7,2009,23,1,295700
16674,2511,5,3,0,2,1,9,2019,43,1,332600
16675,2025,2,2,0,3,0,9,1985,48,1,204500
16676,2071,1,1,1,1,0,4,2016,17,0,256600
16677,2965,2,1,0,1,1,4,1982,35,0,293000
16678,808,1,1,0,3,1,7,2017,22,1,140800
16679,1397,4,1,0,1,0,1,1982,50,0,121700
16680,822,1,3,0,3,1,9,2014,20,1,156200
16681,2790,4,1,0,3,0,7,1987,49,0,285500
16682,3087,2,3,0,3,0,9,2014,2,1,413700
16683,2408,1,1,1,3,1,7,2004,36,0,267800
16684,2874,5,2,1,2,1,5,1972,45,1,313900
16685,3831,1,2,0,2,0,3,2022,37,1,413600
16686,1904,1,3,0,3,1,2,2003,23,1,234900
16687,3046,1,3,1,1,0,1,1976,33,0,294100
16688,3622,3,1,0,2,0,6,1978,22,0,385200
16689,891,5,3,1,2,0,6,2015,28,1,185100
16690,1650,1,3,0,1,0,9,1976,0,1,219000
16691,2782,1,2,1,2,1,6,1997,33,0,302700
16692,1907,2,3,0,2,0,2,2011,13,1,259200
16693,1099,5,2,0,3,0,3,2018,19,1,206400
16694,3143,1,3,0,2,1,4,2017,31,1,361800
16695,3494,1,1,1,2,1,8,2020,5,1,444900
16696,2277,1,3,1,2,0,5,1984,31,1,246200
16697,2104,4,1,0,2,0,6,2002,50,0,225400
16698,1800,3,1,1,3,0,2,1975,36,1,189000
16699,1882,5,3,1,1,1,2,1992,35,0,238700
16700,3756,4,2,1,3,1,9,1970,1,1,467100
16701,3718,1,1,0,1,0,3,2002,12,0,404800
16702,2165,5,2,1,3,1,1,2004,15,0,308000
16703,3600,4,2,1,3,1,4,1993,5,0,451500
16704,3189,3,1,0,2,0,10,2008,10,1,404900
16705,2909,4,1,0,1,1,7,1998,15,1,366400
16706,1575,2,1,1,3,0,7,1977,20,1,192500
16707,3472,1,1,1,2,0,9,2011,2,0,427200
16708,2252,4,2,0,3,1,2,1975,39,1,242700
16709,2481,3,1,0,1,0,8,2006,21,1,308600
16710,2551,1,2,0,1,0,8,2013,2,1,336100
16711,3103,2,3,1,3,1,6,1988,29,1,356800
16712,3675,2,1,1,3,1,9,1993,45,1,391000
16713,3861,4,2,1,1,1,9,1987,8,1,478100
16714,2651,1,2,1,2,0,10,1971,13,1,302600
16715,2697,4,3,0,2,1,3,2011,50,0,303700
16716,2529,2,2,0,2,1,4,2005,10,1,324900
16717,2127,5,1,1,1,1,3,1997,35,0,260200
16718,1414,4,3,0,2,0,4,1983,7,1,214900
16719,1044,5,2,0,2,0,5,1972,48,1,112400
16720,1556,1,2,0,1,0,8,2012,1,0,230100
16721,1623,2,2,0,3,0,5,1976,16,0,188300
16722,3627,4,3,1,2,1,9,1975,13,1,443200
16723,3579,4,1,0,1,0,8,1991,45,1,377400
16724,2646,4,3,1,2,1,4,1988,14,0,339600
